case_id,open_date,close_date,days_to_close,severity,product_area,issue_type,complexity,effort_level,escalation_flag,reopen_flag,agent_type,lifecycle_stage_touched,handoff_time_hours,num_actions,automation_success,first_response_time_hours,resolution_accuracy,csat_score,sla_target_days,sla_met,repeat_contact_flag,kb_article_used,kb_coverage_score,engineer_workload,queue_depth
CASE-100408,2025-03-20T20:00:00.000Z,2025-03-26T09:57:24.078Z,5.58,Sev-C,Networking,Configuration,Low,Low,false,false,Knowledge,Closure,1.1,7,true,2.7,1,4.3,12,true,false,true,0.7,7,21
CASE-100409,2024-02-24T22:00:00.000Z,2024-03-05T17:26:57.066Z,9.81,Sev-C,Collaboration,How-To,High,Low,false,false,Blended,Scoping/Troubleshooting,7.8,2,true,5.1,0.89,5,12,true,false,true,0.73,13,7
CASE-100410,2025-03-26T20:00:00.000Z,2025-04-09T11:30:30.136Z,13.65,Sev-C,Networking,How-To,Medium,Low,false,false,Routing,Scoping/Troubleshooting,0.9,7,true,5.3,0.89,4.5,12,false,false,false,0.24,7,29
CASE-100411,2025-05-04T07:00:00.000Z,2025-05-19T01:51:24.030Z,14.79,Sev-A,Collaboration,Configuration,High,High,false,false,Scoping,Scoping/Troubleshooting,10.7,5,true,5,0.88,5,5,false,false,false,0.27,11,55
CASE-100412,2024-03-13T20:00:00.000Z,2024-03-24T11:56:07.678Z,10.66,Sev-B,Data Platform,How-To,High,Medium,false,false,Blended,Scoping/Troubleshooting,1.9,4,true,2.1,0.87,3.7,8,false,false,true,0.67,6,15
CASE-100413,2025-04-12T15:00:00.000Z,2025-04-15T23:20:15.153Z,3.35,Sev-B,Networking,Outage,Low,Low,false,false,Routing,Creation,7.7,3,true,5.1,0.79,5,8,true,true,false,0.01,19,64
CASE-100414,2024-10-18T10:00:00.000Z,2024-10-30T05:19:12.824Z,11.81,Sev-B,Security,Configuration,Medium,Medium,false,false,Routing,Scoping/Troubleshooting,4.2,2,true,6,0.9,5,8,false,false,true,0.72,21,69
CASE-100415,2024-04-17T08:00:00.000Z,2024-05-09T05:01:55.723Z,21.88,Sev-C,Data Platform,Configuration,High,Medium,false,false,Knowledge,Closure,9.5,5,true,8,0.88,3.9,12,false,false,true,0.66,10,34
CASE-100416,2024-11-25T20:00:00.000Z,2024-12-13T22:57:19.416Z,18.12,Sev-C,Collaboration,How-To,High,Medium,false,false,Routing,Scoping/Troubleshooting,1.8,7,true,2.5,0.81,3.8,12,false,true,false,0.34,17,56
CASE-100417,2024-09-24T12:00:00.000Z,2024-10-07T19:04:00.883Z,13.29,Sev-C,Identity,Feature Gap,Medium,Low,false,false,Routing,Creation,0.8,7,true,2.9,0.95,4.6,12,false,false,false,0.43,4,22
CASE-100418,2024-12-29T09:00:00.000Z,2025-01-11T18:36:55.017Z,13.4,Sev-C,Storage,Outage,Low,Medium,false,false,None,,,2,,12.6,0.95,4.2,12,false,false,true,0.78,4,76
CASE-100419,2025-02-16T19:00:00.000Z,2025-02-26T07:09:51.430Z,9.51,Sev-A,Compute,Bug,Medium,Medium,false,false,Routing,Creation,8.2,3,true,5.3,0.72,4.7,5,false,false,false,0.36,3,68
CASE-100420,2024-04-11T12:00:00.000Z,2024-04-21T06:03:16.185Z,9.75,Sev-B,Collaboration,Feature Gap,Low,Medium,false,true,None,,,1,,5,0.8,4.5,8,false,false,false,0.54,14,76
CASE-100421,2024-01-30T18:00:00.000Z,2024-02-08T12:41:46.280Z,8.78,Sev-C,Collaboration,Configuration,Low,Medium,false,false,Scoping,Closure,5.1,6,true,2.2,0.92,3.7,12,true,false,true,0.92,9,18
CASE-100422,2024-11-03T11:00:00.000Z,2024-11-29T03:13:02.691Z,25.68,Sev-C,Storage,Bug,High,High,true,false,None,,,1,,8.9,0.84,2.5,12,false,false,true,0.67,5,41
CASE-100423,2024-08-02T18:00:00.000Z,2024-08-10T04:53:16.768Z,7.45,Sev-D,Storage,Configuration,Low,Low,true,false,Blended,Scoping/Troubleshooting,9,7,true,6.6,0.93,4.7,18,true,false,true,0.92,12,12
CASE-100424,2025-04-13T07:00:00.000Z,2025-04-20T21:53:33.981Z,7.62,Sev-A,Identity,How-To,Low,High,false,false,Routing,Creation,10.5,3,true,6.3,1,4.4,5,false,false,true,0.54,11,14
CASE-100425,2024-10-04T10:00:00.000Z,2024-10-16T18:19:56.832Z,12.35,Sev-C,Identity,Performance,High,Low,true,false,Scoping,Scoping/Troubleshooting,1.1,6,false,0.2,0.9,3.5,12,false,false,false,0.2,21,51
CASE-100426,2025-01-20T19:00:00.000Z,2025-02-02T20:18:28.195Z,13.05,Sev-A,Security,Configuration,Medium,High,false,true,None,,,1,,6,0.99,4.3,5,false,false,false,0.53,17,47
CASE-100427,2024-08-03T11:00:00.000Z,2024-08-17T20:53:02.058Z,14.41,Sev-B,Data Platform,Performance,Medium,High,false,false,None,,,1,,7.9,0.98,4.7,8,false,false,false,0.36,18,32
CASE-100428,2024-07-25T14:00:00.000Z,2024-08-20T16:58:05.257Z,26.12,Sev-D,Data Platform,Outage,Medium,High,false,false,None,,,2,,6.7,0.8,3.3,18,false,true,false,0.21,8,24
CASE-100429,2024-12-15T06:00:00.000Z,2024-12-31T11:57:47.603Z,16.25,Sev-B,Security,Outage,High,Medium,false,false,CaseHealth,Closure,17.6,8,true,1.2,1,4.3,8,false,false,false,0.53,14,73
CASE-100430,2024-11-30T06:00:00.000Z,2024-12-09T15:15:15.656Z,9.39,Sev-C,Collaboration,Bug,Low,Low,false,false,None,,,3,,4.6,0.89,3.7,12,true,false,true,0.85,17,75
CASE-100431,2024-04-16T11:00:00.000Z,2024-05-06T05:44:02.120Z,19.78,Sev-D,Data Platform,Configuration,High,Low,false,false,Knowledge,Closure,3.5,2,false,3.8,0.81,3.5,18,false,false,true,0.65,8,35
CASE-100432,2025-04-20T07:00:00.000Z,2025-04-30T07:47:14.106Z,10.03,Sev-D,Storage,Performance,Medium,Low,false,false,Knowledge,Closure,2.4,2,true,3.6,0.77,4,18,true,false,true,0.84,24,71
CASE-100433,2025-02-12T23:00:00.000Z,2025-02-27T14:08:52.822Z,14.63,Sev-B,Networking,Feature Gap,Low,High,true,false,None,,,3,,8.1,0.72,3,8,false,true,false,0.21,9,51
CASE-100434,2024-04-13T17:00:00.000Z,2024-05-04T11:00:54.225Z,20.75,Sev-C,Identity,How-To,High,Medium,false,false,Routing,Scoping/Troubleshooting,7,8,true,3.4,0.88,4.8,12,false,false,false,0.35,22,33
CASE-100435,2025-03-19T07:00:00.000Z,2025-03-31T12:55:40.897Z,12.25,Sev-C,Compute,Bug,Medium,Low,false,false,Routing,Closure,6.3,2,true,4.9,0.91,4.9,12,false,false,false,0.25,23,42
CASE-100436,2025-05-03T00:00:00.000Z,2025-05-06T18:39:11.554Z,3.78,Sev-B,Collaboration,Bug,Low,Low,false,false,Knowledge,Creation,2.2,5,true,0.2,0.97,3.8,8,true,false,true,0.78,21,78
CASE-100437,2024-08-10T09:00:00.000Z,2024-08-26T23:46:53.040Z,16.62,Sev-C,Collaboration,Performance,Low,High,false,false,CaseHealth,Closure,5.4,4,true,2.6,0.94,5,12,false,false,false,0.37,15,50
CASE-100438,2024-09-01T07:00:00.000Z,2024-09-22T23:45:39.715Z,21.7,Sev-C,Data Platform,Bug,High,High,false,false,Routing,Scoping/Troubleshooting,6.4,7,false,5,0.76,2.7,12,false,false,false,0.11,3,36
CASE-100439,2024-07-26T09:00:00.000Z,2024-07-29T02:55:31.087Z,2.75,Sev-B,Data Platform,How-To,Low,Low,false,false,Blended,Closure,4.4,7,true,4.6,0.91,4.8,8,true,false,true,0.64,9,37
CASE-100440,2024-08-27T00:00:00.000Z,2024-09-13T20:04:26.427Z,17.84,Sev-D,Identity,Configuration,Medium,Low,false,false,Routing,Closure,3.5,6,true,0.5,0.92,4.3,18,true,false,false,0.25,17,49
CASE-100441,2025-04-11T17:00:00.000Z,2025-05-09T12:50:32.029Z,27.83,Sev-D,Collaboration,Outage,Medium,High,false,false,None,,,2,,5.6,0.94,4.6,18,false,false,true,0.55,17,16
CASE-100442,2025-05-02T19:00:00.000Z,2025-05-18T07:02:40.417Z,15.5,Sev-B,Data Platform,Outage,Medium,High,false,true,Routing,Closure,8,6,false,5,0.67,4,8,false,false,false,0.44,24,17
CASE-100443,2024-04-03T18:00:00.000Z,2024-04-13T11:04:09.970Z,9.71,Sev-B,Storage,Configuration,Medium,Medium,false,false,Knowledge,Creation,6.5,3,false,6.9,0.72,4,8,false,false,false,0.34,7,70
CASE-100444,2024-08-29T22:00:00.000Z,2024-09-02T09:34:29.623Z,3.48,Sev-C,Collaboration,Performance,Low,Low,false,false,Blended,Closure,2.2,4,true,5.5,0.86,4.2,12,true,false,false,0.47,8,14
CASE-100445,2025-02-12T21:00:00.000Z,2025-02-23T13:01:39.434Z,10.67,Sev-A,Compute,Configuration,Low,High,false,false,Knowledge,Closure,6.1,6,true,4.4,0.95,4,5,false,false,true,1,10,20
CASE-100446,2024-12-29T17:00:00.000Z,2025-01-19T09:19:18.884Z,20.68,Sev-D,Identity,Performance,Low,High,false,false,None,,,3,,6.1,0.76,2.7,18,false,false,false,0.66,5,38
CASE-100447,2024-10-20T10:00:00.000Z,2024-11-05T17:40:56.455Z,16.32,Sev-D,Security,Outage,Medium,Medium,false,false,Knowledge,Creation,6.7,4,true,7,0.74,4.1,18,true,false,false,0.43,16,51
CASE-100448,2024-05-20T23:00:00.000Z,2024-05-30T00:31:18.752Z,9.06,Sev-B,Compute,How-To,Low,Medium,true,false,None,,,3,,9.6,0.91,4.2,8,false,false,false,0.58,19,36
CASE-100449,2025-01-07T12:00:00.000Z,2025-02-02T02:00:25.959Z,25.58,Sev-D,Networking,Configuration,Medium,Medium,false,false,None,,,1,,6.8,0.74,4.6,18,false,false,false,0.21,8,71
CASE-100450,2025-04-15T07:00:00.000Z,2025-04-22T23:52:02.275Z,7.7,Sev-B,Storage,Outage,High,Low,false,false,Blended,Scoping/Troubleshooting,8.1,2,false,5,0.66,3.8,8,true,false,true,0.73,3,64
CASE-100451,2024-04-10T21:00:00.000Z,2024-04-18T20:43:53.484Z,7.99,Sev-B,Storage,Bug,Medium,Low,false,false,CaseHealth,Scoping/Troubleshooting,2.7,5,true,3.6,0.86,3.1,8,true,false,false,0.26,14,14
CASE-100452,2024-03-16T13:00:00.000Z,2024-04-02T03:25:18.661Z,16.6,Sev-C,Security,Bug,Medium,Low,false,true,None,,,2,,5,0.81,4,12,false,false,true,0.58,6,56
CASE-100453,2024-10-20T20:00:00.000Z,2024-11-05T07:23:13.301Z,15.47,Sev-B,Identity,How-To,High,Medium,false,false,Scoping,Scoping/Troubleshooting,0.8,5,true,5.6,0.95,4.8,8,false,false,false,0.51,3,52
CASE-100454,2024-05-04T08:00:00.000Z,2024-05-19T14:15:13.474Z,15.26,Sev-C,Storage,How-To,High,Medium,false,false,Blended,Closure,3,6,true,3.8,0.78,4.8,12,false,false,true,0.56,20,56
CASE-100455,2025-05-11T03:00:00.000Z,2025-05-11T15:00:00.000Z,0.5,Sev-A,Security,Performance,Low,Low,false,false,Blended,Closure,6.1,7,true,1.8,0.89,4.1,5,true,false,false,0.51,3,55
CASE-100456,2024-12-18T16:00:00.000Z,2025-01-02T02:50:59.706Z,14.45,Sev-D,Collaboration,How-To,Medium,Low,false,false,Scoping,Scoping/Troubleshooting,5.2,5,true,4.9,1,5,18,true,false,true,0.95,23,9
CASE-100457,2024-05-09T21:00:00.000Z,2024-05-26T18:55:43.950Z,16.91,Sev-C,Identity,How-To,Medium,High,false,false,Knowledge,Closure,6.3,6,true,3.1,0.75,3.5,12,false,false,true,0.66,13,20
CASE-100458,2024-02-17T21:00:00.000Z,2024-03-09T20:05:07.269Z,20.96,Sev-C,Compute,Configuration,High,Low,false,false,None,,,1,,8.5,0.6,4.6,12,false,false,false,0.46,9,40
CASE-100459,2024-03-03T03:00:00.000Z,2024-03-06T07:23:19.615Z,3.18,Sev-B,Data Platform,Feature Gap,Low,Low,false,false,Scoping,Closure,10,4,false,5.9,0.76,4,8,true,true,false,0.51,15,23
CASE-100460,2025-02-08T14:00:00.000Z,2025-02-27T13:04:54.306Z,18.96,Sev-D,Collaboration,Outage,High,Low,false,false,Scoping,Creation,5.6,3,true,4.4,0.94,4.6,18,false,false,true,0.66,16,48
CASE-100461,2024-07-09T15:00:00.000Z,2024-07-25T01:59:25.830Z,15.46,Sev-C,Storage,How-To,Low,High,true,false,Knowledge,Closure,6.4,3,true,6.8,0.95,4,12,false,false,true,0.78,7,74
CASE-100462,2025-01-18T19:00:00.000Z,2025-01-30T20:39:58.749Z,12.07,Sev-C,Storage,Bug,Medium,Low,false,false,Scoping,Closure,12,7,true,7.3,0.81,4.5,12,false,false,false,0.4,19,75
CASE-100463,2025-01-20T20:00:00.000Z,2025-02-01T18:47:50.071Z,11.95,Sev-B,Data Platform,Configuration,Medium,Medium,false,true,Routing,Closure,2.4,5,true,6.1,0.87,4.6,8,false,false,false,0.33,20,51
CASE-100464,2024-05-12T09:00:00.000Z,2024-05-21T18:03:04.371Z,9.38,Sev-C,Networking,Feature Gap,Medium,Low,false,false,None,,,2,,7.8,0.9,4.3,12,true,false,false,0.47,3,18
CASE-100465,2024-07-01T12:00:00.000Z,2024-07-11T05:41:00.301Z,9.74,Sev-A,Data Platform,How-To,High,Low,false,true,None,,,3,,7.2,0.84,3.4,5,false,false,true,0.76,9,69
CASE-100466,2025-01-07T22:00:00.000Z,2025-01-23T20:02:39.550Z,15.92,Sev-C,Compute,Performance,Low,High,false,true,Scoping,Creation,7.5,3,false,1.7,0.69,3,12,false,false,true,0.63,12,30
CASE-100467,2024-07-08T11:00:00.000Z,2024-07-20T00:27:46.041Z,11.56,Sev-B,Networking,Configuration,High,Low,false,false,Knowledge,Scoping/Troubleshooting,6.1,4,true,5.1,0.85,3.6,8,false,false,false,0.59,14,7
CASE-100468,2025-03-29T08:00:00.000Z,2025-04-07T09:37:19.945Z,9.07,Sev-B,Storage,Configuration,Low,Medium,false,false,None,,,3,,6,0.7,2.5,8,false,false,false,0.45,8,62
CASE-100469,2024-09-30T13:00:00.000Z,2024-10-06T10:36:48.910Z,5.9,Sev-B,Security,How-To,Low,Low,false,false,None,,,2,,11,0.63,3.5,8,true,true,false,0.23,12,51
CASE-100470,2024-05-20T10:00:00.000Z,2024-05-26T09:45:49.925Z,5.99,Sev-B,Storage,Feature Gap,Medium,Medium,false,false,Blended,Creation,7.1,6,true,2,0.99,3.8,8,true,false,true,0.64,12,65
CASE-100471,2025-02-25T05:00:00.000Z,2025-03-21T10:47:02.569Z,24.24,Sev-D,Networking,Performance,High,Medium,false,false,Routing,Closure,5.6,6,true,4.4,0.79,3.3,18,false,false,false,0.77,9,45
CASE-100472,2024-05-15T18:00:00.000Z,2024-05-21T10:45:26.981Z,5.7,Sev-C,Security,Bug,Low,Medium,true,false,Blended,Scoping/Troubleshooting,8.6,6,true,6.5,0.89,3.7,12,true,false,false,0.44,20,32
CASE-100473,2024-01-16T04:00:00.000Z,2024-01-31T06:27:17.952Z,15.1,Sev-C,Security,Performance,Medium,Medium,true,false,CaseHealth,Scoping/Troubleshooting,6.5,3,true,7,0.95,3.9,12,false,false,false,0.26,21,35
CASE-100474,2025-04-19T07:00:00.000Z,2025-05-01T00:57:20.043Z,11.75,Sev-C,Collaboration,Configuration,Medium,Medium,false,true,Blended,Closure,5.3,8,true,7.5,0.88,5,12,true,false,false,0.45,9,16
CASE-100475,2025-03-04T17:00:00.000Z,2025-03-20T03:49:54.170Z,15.45,Sev-C,Networking,How-To,Low,Medium,false,false,None,,,3,,5.2,0.77,4.1,12,false,false,false,0.54,19,77
CASE-100476,2024-05-20T05:00:00.000Z,2024-05-27T01:24:43.474Z,6.85,Sev-B,Storage,Bug,Low,Medium,false,false,Knowledge,Scoping/Troubleshooting,3.1,5,true,3.7,0.79,4.5,8,true,false,true,0.75,16,61
CASE-100477,2024-11-13T08:00:00.000Z,2024-11-28T19:45:33.518Z,15.49,Sev-D,Networking,Feature Gap,Low,Medium,false,false,Routing,Creation,4.7,8,true,4.7,0.89,4.9,18,true,false,false,0.37,20,57
CASE-100478,2024-07-24T21:00:00.000Z,2024-08-11T19:55:23.525Z,17.96,Sev-C,Compute,Performance,High,Low,false,false,Routing,Creation,6.6,7,true,3.6,0.95,5,12,false,false,true,1,5,35
CASE-100479,2024-07-26T08:00:00.000Z,2024-07-28T04:39:21.047Z,1.86,Sev-B,Identity,How-To,Low,Medium,false,false,Blended,Creation,8.5,6,true,4.4,0.76,5,8,true,false,true,0.81,18,27
CASE-100480,2025-02-18T12:00:00.000Z,2025-02-26T12:56:16.462Z,8.04,Sev-C,Identity,Bug,Low,Medium,false,false,None,,,2,,8.2,0.76,2.6,12,true,false,false,0.38,14,76
CASE-100481,2024-07-12T17:00:00.000Z,2024-07-22T05:03:37.589Z,9.5,Sev-B,Identity,Performance,Medium,High,true,false,Scoping,Closure,8.4,5,true,4.4,0.8,4.7,8,false,true,false,0.35,23,55
CASE-100482,2024-11-24T17:00:00.000Z,2024-12-05T03:36:26.371Z,10.44,Sev-B,Collaboration,How-To,Medium,Low,false,false,None,,,2,,8,0.88,4,8,false,false,false,0.32,8,67
CASE-100483,2024-05-07T16:00:00.000Z,2024-05-23T07:48:00.264Z,15.66,Sev-C,Networking,Performance,Medium,Low,false,false,None,,,3,,5.9,0.79,4.4,12,false,false,true,0.8,6,25
CASE-100484,2025-02-20T05:00:00.000Z,2025-03-04T22:07:49.730Z,12.71,Sev-A,Collaboration,How-To,High,High,false,true,Blended,Closure,5.7,4,true,3.1,1,4.6,5,false,false,false,0.42,14,64
CASE-100485,2025-05-01T23:00:00.000Z,2025-05-07T02:54:30.895Z,5.16,Sev-B,Security,Performance,Medium,Low,false,false,Scoping,Creation,3.3,6,true,3.8,0.89,3.9,8,true,false,false,0.39,7,55
CASE-100486,2024-02-24T13:00:00.000Z,2024-03-02T01:10:39.585Z,6.51,Sev-B,Compute,Bug,Low,Medium,false,false,Scoping,Scoping/Troubleshooting,6.8,6,true,5.2,0.85,4.8,8,true,false,false,0.22,21,65
CASE-100487,2025-04-01T02:00:00.000Z,2025-04-14T05:29:42.193Z,13.15,Sev-C,Identity,Feature Gap,Medium,Low,false,true,None,,,3,,7.7,0.75,3.4,12,false,true,false,0.04,21,26
CASE-100488,2024-12-16T03:00:00.000Z,2024-12-31T18:44:40.835Z,15.66,Sev-B,Identity,Bug,High,Medium,false,false,CaseHealth,Scoping/Troubleshooting,6.1,3,true,5.3,0.82,4.1,8,false,false,true,0.68,20,70
CASE-100489,2025-02-17T02:00:00.000Z,2025-03-08T05:40:21.820Z,19.15,Sev-C,Compute,How-To,Medium,Medium,true,false,None,,,2,,9.5,0.82,3.6,12,false,false,true,0.73,4,74
CASE-100490,2024-10-01T11:00:00.000Z,2024-10-19T09:22:48.018Z,17.93,Sev-C,Data Platform,Outage,High,Low,false,false,Routing,Creation,0.1,5,false,3.3,0.73,2.6,12,false,false,false,0.35,8,54
CASE-100491,2024-12-13T23:00:00.000Z,2024-12-22T08:28:13.372Z,8.39,Sev-C,Identity,Performance,Medium,Low,false,false,Blended,Closure,0.4,3,false,5.3,0.68,3.5,12,true,false,true,0.43,8,73
CASE-100492,2024-08-23T21:00:00.000Z,2024-09-20T04:33:14.583Z,27.31,Sev-C,Security,Performance,High,High,false,false,None,,,2,,5.8,0.62,2.8,12,false,true,false,0.29,17,47
CASE-100493,2024-12-15T07:00:00.000Z,2024-12-22T02:01:10.879Z,6.79,Sev-A,Storage,Configuration,Medium,High,false,false,Blended,Closure,4.3,7,true,3.9,0.8,3.5,5,false,false,true,0.9,14,63
CASE-100494,2024-10-22T17:00:00.000Z,2024-11-08T06:52:01.228Z,16.58,Sev-C,Storage,Outage,Medium,Low,false,false,None,,,2,,8,0.83,3.7,12,false,false,false,0.63,11,36
CASE-100495,2025-03-30T23:00:00.000Z,2025-04-09T04:39:35.550Z,9.24,Sev-C,Identity,Bug,Medium,Medium,false,false,Knowledge,Creation,0.8,2,true,4,0.93,4.4,12,true,false,true,0.78,14,7
CASE-100496,2024-01-24T21:00:00.000Z,2024-01-27T22:28:06.885Z,3.06,Sev-A,Data Platform,Bug,Low,Low,false,false,CaseHealth,Scoping/Troubleshooting,9.5,4,true,5.8,0.83,4.2,5,true,false,false,0.42,13,77
CASE-100497,2024-12-18T02:00:00.000Z,2024-12-29T12:16:27.494Z,11.43,Sev-D,Collaboration,Feature Gap,Medium,Low,false,false,Blended,Closure,9.4,4,true,2.8,0.87,5,18,true,false,true,0.69,5,39
CASE-100498,2025-02-14T06:00:00.000Z,2025-02-20T22:54:14.164Z,6.7,Sev-B,Identity,Feature Gap,Low,Medium,false,true,None,,,1,,7.5,0.89,5,8,true,false,true,0.75,14,60
CASE-100499,2024-09-22T23:00:00.000Z,2024-09-28T18:24:17.209Z,5.81,Sev-C,Security,Outage,Low,Low,false,false,Blended,Scoping/Troubleshooting,10.9,8,true,5.3,0.84,4.2,12,true,false,true,1,6,35
CASE-100500,2025-01-08T08:00:00.000Z,2025-01-26T08:19:58.041Z,18.01,Sev-D,Identity,Performance,Low,Medium,false,false,CaseHealth,Creation,6.1,2,false,5.1,0.8,3.7,18,false,false,false,0.29,10,68
CASE-100501,2024-12-06T01:00:00.000Z,2024-12-16T22:52:41.922Z,10.91,Sev-C,Collaboration,Configuration,Medium,Medium,true,false,Blended,Creation,6.7,5,true,4.2,0.99,3.8,12,true,false,true,0.81,13,21
CASE-100502,2024-12-23T04:00:00.000Z,2024-12-28T00:03:14.625Z,4.84,Sev-A,Storage,Performance,Low,Medium,true,false,None,,,3,,7.9,0.83,3,5,true,false,false,0.38,8,13
CASE-100503,2024-09-20T10:00:00.000Z,2024-10-13T17:50:56.758Z,23.33,Sev-C,Networking,Performance,High,Medium,true,false,None,,,3,,9.4,0.94,3.4,12,false,false,true,0.84,22,56
CASE-100504,2025-01-03T16:00:00.000Z,2025-01-16T12:26:37.336Z,12.85,Sev-C,Collaboration,How-To,Medium,Low,false,false,Routing,Creation,9.6,5,true,2.7,0.94,4.5,12,false,false,true,0.79,5,77
CASE-100505,2024-07-04T16:00:00.000Z,2024-07-12T21:04:43.966Z,8.21,Sev-B,Identity,Configuration,Medium,Low,false,false,Blended,Closure,5.8,5,false,4.6,0.74,3.4,8,false,true,false,0.49,6,54
CASE-100506,2025-02-24T22:00:00.000Z,2025-02-28T12:29:40.439Z,3.6,Sev-B,Identity,Bug,Medium,Low,false,false,Blended,Closure,0.5,6,false,6.2,0.77,2.6,8,true,false,true,0.52,6,24
CASE-100507,2024-12-18T08:00:00.000Z,2024-12-31T01:31:39.845Z,12.73,Sev-B,Storage,Feature Gap,Medium,Medium,false,false,Routing,Closure,5.7,3,true,4.9,0.87,5,8,false,false,false,0.4,18,29
CASE-100508,2024-11-13T01:00:00.000Z,2024-11-23T02:32:29.420Z,10.06,Sev-C,Compute,How-To,Low,Low,false,false,Routing,Scoping/Troubleshooting,0.2,2,true,5.1,0.8,4.4,12,true,false,true,0.88,14,49
CASE-100509,2024-10-03T06:00:00.000Z,2024-10-19T03:51:07.105Z,15.91,Sev-C,Storage,Performance,Medium,Medium,false,false,Scoping,Closure,6.9,2,false,3.2,0.63,3.9,12,false,false,false,0.72,14,45
CASE-100510,2024-01-25T17:00:00.000Z,2024-02-16T11:33:41.838Z,21.77,Sev-C,Compute,Configuration,High,Medium,false,true,Knowledge,Scoping/Troubleshooting,2.3,3,true,5.5,0.9,4.9,12,false,false,true,0.79,4,16
CASE-100511,2025-03-20T21:00:00.000Z,2025-04-01T14:44:15.793Z,11.74,Sev-C,Storage,Outage,Medium,Low,false,false,Blended,Scoping/Troubleshooting,2.9,3,false,5.3,0.76,3.3,12,true,false,true,1,3,32
CASE-100512,2024-03-17T14:00:00.000Z,2024-04-05T14:52:23.921Z,19.04,Sev-D,Identity,How-To,High,Medium,false,false,Blended,Scoping/Troubleshooting,8.6,5,false,3.6,0.77,3.8,18,false,false,true,0.9,19,31
CASE-100513,2024-03-26T04:00:00.000Z,2024-04-11T23:24:03.759Z,16.81,Sev-C,Storage,Configuration,Medium,Medium,false,false,None,,,2,,9.5,0.68,4.2,12,false,false,false,0.56,14,11
CASE-100514,2024-05-12T00:00:00.000Z,2024-05-28T13:43:08.758Z,16.57,Sev-C,Storage,How-To,Medium,Medium,false,false,None,,,3,,9.6,0.7,4.6,12,false,false,true,0.41,8,59
CASE-100515,2025-02-25T06:00:00.000Z,2025-03-01T07:04:49.658Z,4.05,Sev-A,Storage,Outage,Low,Low,false,false,Routing,Creation,2,2,false,1.4,0.68,2.7,5,true,false,true,0.71,7,18
CASE-100516,2024-11-24T07:00:00.000Z,2024-12-01T00:27:51.462Z,6.73,Sev-A,Identity,Performance,Medium,Medium,false,false,Blended,Scoping/Troubleshooting,7.4,2,true,3.7,0.93,4.6,5,false,false,true,0.79,12,30
CASE-100517,2024-05-10T15:00:00.000Z,2024-06-03T03:44:06.585Z,23.53,Sev-C,Compute,Outage,Medium,High,false,true,None,,,2,,5.8,0.74,4.1,12,false,false,false,0.31,4,59
CASE-100518,2025-02-04T21:00:00.000Z,2025-02-23T05:13:53.272Z,18.34,Sev-B,Security,Bug,Medium,High,false,false,None,,,2,,4.5,1,3.5,8,false,false,true,0.63,16,15
CASE-100519,2024-06-21T06:00:00.000Z,2024-06-25T06:11:03.754Z,4.01,Sev-B,Collaboration,Configuration,High,Low,false,false,Blended,Scoping/Troubleshooting,2.6,3,true,3.6,0.93,4.3,8,true,false,true,0.59,23,48
CASE-100520,2024-02-09T09:00:00.000Z,2024-03-03T15:50:33.605Z,23.29,Sev-D,Identity,Feature Gap,High,Medium,false,false,Routing,Closure,11.5,5,true,6.1,0.93,4.1,18,false,false,false,0.41,9,20
CASE-100521,2025-01-22T00:00:00.000Z,2025-02-02T03:18:05.637Z,11.14,Sev-D,Identity,Bug,Low,Low,false,false,None,,,2,,9.1,0.68,4,18,true,false,true,0.81,20,51
CASE-100522,2024-09-26T08:00:00.000Z,2024-10-17T04:50:36.223Z,20.87,Sev-B,Compute,Bug,High,High,false,false,Routing,Closure,9.3,3,true,3.8,0.88,4.4,8,false,false,false,0.43,12,10
CASE-100523,2025-04-05T22:00:00.000Z,2025-04-13T09:01:50.164Z,7.46,Sev-B,Compute,How-To,Low,Low,false,false,None,,,2,,5.8,0.81,4.2,8,true,false,false,0.37,5,23
CASE-100524,2024-12-05T02:00:00.000Z,2024-12-14T10:01:34.299Z,9.33,Sev-C,Security,Bug,Medium,Medium,false,false,Scoping,Closure,1.3,6,true,5.3,1,5,12,true,false,false,0.28,24,55
CASE-100525,2024-07-04T10:00:00.000Z,2024-07-19T17:11:22.392Z,15.3,Sev-C,Security,Configuration,Medium,Low,false,false,None,,,2,,7,0.68,4.2,12,false,false,true,0.68,23,78
CASE-100526,2024-05-24T03:00:00.000Z,2024-06-12T04:58:34.695Z,19.08,Sev-C,Security,Configuration,Low,High,false,false,Routing,Scoping/Troubleshooting,5.3,3,true,4.9,0.89,4.9,12,false,false,false,0.65,17,24
CASE-100527,2024-03-02T15:00:00.000Z,2024-03-11T08:47:08.737Z,8.74,Sev-B,Data Platform,Feature Gap,Medium,Medium,false,false,Scoping,Scoping/Troubleshooting,9.8,5,true,2.6,0.86,4.2,8,false,false,true,0.84,3,60
CASE-100528,2025-01-25T16:00:00.000Z,2025-02-12T19:42:15.262Z,18.15,Sev-D,Data Platform,Bug,High,Low,false,false,Blended,Closure,7.5,5,true,5.7,0.88,3.4,18,false,false,true,0.96,17,65
